Coordenadas Geográficas	Cidade, Estado, País	Specific photovoltaic power output
-14.265833°,-049.6475°	Rua Sete, Campos Verdes, Goiás, Brazil	1698.3
-15.356944°,-049.705833°	Rua T 1, Carmo do Rio Verde, Goiás, Brazil	1683.7
-18.091134°,-050.222701°	Avenida Moacir Borges de Andrade, Castelândia, Goiás, Brazil	1700.2
-18.161363°,-047.94346°	Rua José Saturnino de Castro, Catalão, Goiás, Brazil	1705.7
-16.445001°,-049.490707°	Avenida Miguel Pimenta Lima, Caturaí, Goiás, Brazil	1681.0
-13.797524°,-047.460408°	unnamed road, Cavalcante, Goiás, Brazil	1674.3
-15.303333°,-049.605278°	Avenida Bernardo Sayao, Ceres, Goiás, Brazil	1686.7
-16.970833°,-049.766111°	Rua W 6, Cezarina, Goiás, Brazil	1706.1
-18.393026°,-052.666461°	GO-206, Chapadão do Céu, Goiás, Brazil	1672.1
-16.11°,-047.943611°	Rua da Quadra 7 e 8, Cidade Ocidental, Goiás, Brazil	1694.8
-15.777966°,-048.770054°	Avenida Brasilia, Cocalzinho de Goiás, Goiás, Brazil	1697.3
-14.151667°,-048.074444°	Rua América, Colinas do Sul, Goiás, Brazil	1677.8
-16.647222°,-050.547778°	unnamed road, Aurilândia, Goiás, Brazil	1690.4
-15.924167°,-048.808611°	Rua José J. Veiga, Corumbá de Goiás, Goiás, Brazil	1650.0
-18.147222°,-048.550278°	Corumbaíba, Goiás, Brazil	1706.4
-16.768124°,-047.606977°	Rua João José Taveira, Cristalina, Goiás, Brazil	1706.8
-17.200233°,-048.705699°	Rua Wilson da Paixão, Cristianópolis, Goiás, Brazil	1713.6
-14.097652°,-050.339953°	Avenida Marechal Deodoro do Fonseca, Nova Crixás, Goiás, Brazil	1671.8
-17.288889°,-049.379444°	AVENIDA RIO BRANCO, Cromínia, Goiás, Brazil	1708.8
-18.264595°,-048.150504°	São João batista, Cumari, Goiás, Brazil	1701.3
-14.563431°,-046.180096°	Rua Piton Farias, Damianópolis, Goiás, Brazil	1712.9
-16.243889°,-049.352778°	GO-416, Damolândia, Goiás, Brazil	1691.4
-18.153498°,-047.562835°	Rua Dorcilia Candida de Jesus, Davinópolis, Goiás, Brazil	1703.3
-16.35°,-051.233299°	Iporá, Goiás, Brazil	1704.3
-13.290542°,-046.397465°	Rua Manoel Dias, Divinópolis de Goiás, Goiás, Brazil	1678.4
-16.724722°,-052.307778°	Rua 04, Doverlândia, Goiás, Brazil	1671.2
-17.426111°,-049.658333°	GO-319 Rua 21, Edealina, Goiás, Brazil	1711.1
-17.3375°,-049.928611°	unnamed road, Edéia, Goiás, Brazil	1712.9
-13.876111°,-049.066667°	Rua Pastor Paula, Estrela do Norte, Goiás, Brazil	1669.4
-15.447319°,-050.362522°	Rua Noronha, Faina, Goiás, Brazil	1688.1
-16.186524°,-050.779019°	Rua 6, Fazenda Nova, Goiás, Brazil	1708.1
-16.587692°,-050.308986°	Avenida Rui Barbosa, Firminópolis, Goiás, Brazil	1700.2
-14.455747°,-047.036322°	Rua 9, Flores de Goiás, Goiás, Brazil	1746.7
-15.536944°,-047.333889°	Travessa Olímpio Espindola, Formosa, Goiás, Brazil	1725.0
-13.654444°,-048.875278°	Rua 12, Formoso, Goiás, Brazil	1673.0
-16.468611°,-048.631944°	Gameleira de Goiás, Goiás, Brazil	1700.7
-16.507736°,-049.022558°	Avenida Carlos Pina, Goianápolis, Goiás, Brazil	1695.6
-18.134542°,-048.086091°	Rua Sinfronio Martins Teixeira, Goiandira, Goiás, Brazil	1713.6
-15.326668°,-049.118454°	rua 29 sul, Goianésia, Goiás, Brazil	1695.3
-16.680515°,-049.256127°	Praça Doutor Pedro Ludovico Teixeira, Goiânia, Goiás, Brazil	1698.1
-16.505828°,-049.420693°	Rua 8, Goianira, Goiás, Brazil	1692.4
-15.922222°,-050.137778°	GO-164, Goiás, Goiás, Brazil	1659.7
-18.012715°,-049.369835°	Avenida Presidente Vargas, Goiatuba, Goiás, Brazil	1703.8
-18.44075°,-050.136332°	Avenida João de Oliveira Gouveia, Gouvelândia, Goiás, Brazil	1708.8
-16.832247°,-049.538253°	Rua-8, Guapó, Goiás, Brazil	1701.4
-15.745833°,-050.010278°	Guaraíta, Goiás, Brazil	1683.7
-13.939722°,-046.477222°	Avenida do Contorno, Guarani de Goiás, Goiás, Brazil	1674.5
-14.731869°,-049.702023°	Rua Bernadino Moreira, Guarinos, Goiás, Brazil	1660.6
-15.722778°,-049.826667°	Rua Amazonas, Heitoraí, Goiás, Brazil	1704.6
-16.968191°,-049.231648°	Rua Frei Luís Maria, Hidrolândia, Goiás, Brazil	1712.5
-14.722905°,-049.467028°	Rua Jose de Godoy, Hidrolina, Goiás, Brazil	1666.9
-14.101206°,-046.632413°	Avenida Paraná, Iaciara, Goiás, Brazil	1709.2
-18.488333°,-049.984444°	Rua Marlene Rosa da Silva Ribeiro, Inaciolândia, Goiás, Brazil	1692.5
-17.141662°,-049.99206°	Rua Bom Fim, Indiara, Goiás, Brazil	1712.1
-16.355°,-049.493056°	Rua Joaquim Pedro Vaz, Inhumas, Goiás, Brazil	1682.8
-17.724937°,-048.159302°	Rua Vereador Luiz de Oliveira, Ipameri, Goiás, Brazil	1689.5
-15.1725°,-049.668611°	Rua 15 de Novembro, Ipiranga de Goiás, Goiás, Brazil	1690.8
-16.431726°,-051.108357°	unnamed road, Iporá, Goiás, Brazil	1693.5
-16.317047°,-050.906718°	Avenida Vereador Jovito Ferreira Soares, Israelândia, Goiás, Brazil	1702.8
-16.02355°,-049.804837°	Rua Capitão Caldas, Itaberaí, Goiás, Brazil	1704.3
-15.915833°,-049.600278°	unnamed road, Itaguari, Goiás, Brazil	1711.3
-15.758769°,-049.633196°	Avenida Joviano Jose da Silva, Itaguaru, Goiás, Brazil	1731.3
-19.071667°,-051.542778°	Avenida José Luiz Borges, Itajá, Goiás, Brazil	1689.9
-14.961111°,-049.559444°	Rua M da Cunha, Itapaci, Goiás, Brazil	1692.7
-15.824981°,-050.601768°	Avenida Amazonas, Itapirapuã, Goiás, Brazil	1703.4
-15.562219°,-049.945177°	unnamed road, Itapuranga, Goiás, Brazil	1702.4
-18.768889°,-051.347778°	Avenida São Sebastião, Itarumã, Goiás, Brazil	1701.5
-16.20364°,-049.604806°	Avenida Belo Horizonte, Itauçu, Goiás, Brazil	1696.5
-18.416667°,-049.216667°	Rua Três, Itumbiara, Goiás, Brazil	1693.2
-16.547956°,-050.813851°	unnamed road, Ivolândia, Goiás, Brazil	1696.1
-17.041944°,-050.143333°	Rodovia GO-320, Jandaia, Goiás, Brazil	1706.4
-15.739722°,-049.334722°	Avenida Tiradentes, Jaraguá, Goiás, Brazil	1705.6
-17.887517°,-051.726033°	Rua Inácio José de Melo, Jataí, Goiás, Brazil	1660.2
-16.198333°,-050.926944°	unnamed road, Jaupaci, Goiás, Brazil	1706.0
-15.937999°,-049.380537°	unnamed road, Jesúpolis, Goiás, Brazil	1711.6
-17.805538°,-049.614884°	Rua Pedro Alves Portilho, Joviânia, Goiás, Brazil	1719.9
-15.864167°,-050.852222°	unnamed road, Jussara, Goiás, Brazil	1699.8
-19.184122°,-051.399844°	Rua Maria Batista Nunes, Lagoa Santa, Goiás, Brazil	1688.9
-16.622475°,-048.74218°	Rua Americano do Brasil, Leopoldo de Bulhões, Goiás, Brazil	1714.7
-16.258245°,-047.935239°	Avenida Goiás, Luziânia, Goiás, Brazil	1716.0
-17.297082°,-049.49018°	GO-217, Cromínia, Goiás, Brazil	1704.5
-14.493051°,-046.111328°	GO-236, Mambaí, Goiás, Brazil	1703.0
-14.017222°,-049.176389°	Rua Espirito Santo, Mara Rosa, Goiás, Brazil	1681.7
-17.979871°,-048.643366°	Rua 7 de Setembro, Marzagão, Goiás, Brazil	1697.4
-15.435724°,-050.743813°	Rua Quinze de Novembro, Matrinchã, Goiás, Brazil	1693.1
-17.985179°,-050.339147°	Rua Santa Helena, Maurilândia, Goiás, Brazil	1707.6
-15.064722°,-048.158333°	Rua 12, Mimoso de Goiás, Goiás, Brazil	1696.7
-13.531698°,-048.216742°	unnamed road, Minaçu, Goiás, Brazil	1685.5
-17.578826°,-052.54315°	Avenida Rio Branco, Mineiros, Goiás, Brazil	1680.6
-16.540255°,-050.73345°	GO-444, Messianópolis, Goiás, Brazil	1710.9
-13.255833°,-046.900833°	GO-118, Monte Alegre de Goiás, Goiás, Brazil	1714.0
-16.011667°,-051.386944°	GO-174, Montes Claros de Goiás, Goiás, Brazil	1688.6
-17.438056°,-051.1275°	unnamed road, Montividiu, Goiás, Brazil	1694.6
-13.347574°,-048.688103°	Rua Rita Candida de Jesus, Montividiu do Norte, Goiás, Brazil	1665.5
-17.733149°,-049.117516°	Avenida Saturnino de Azevedo, Morrinhos, Goiás, Brazil	1726.5
-15.320278°,-050.053333°	GO-156, Morro Agudo de Goiás, Goiás, Brazil	1674.4
-16.123899°,-050.210738°	Avenida Carajás, Mossâmedes, Goiás, Brazil	1669.4
-14.748007°,-050.567902°	Rua Marechal Rondon, Mozarlândia, Goiás, Brazil	1683.3
-13.752478°,-050.283391°	unnamed road, Mundo Novo, Goiás, Brazil	1677.5
-13.734533°,-049.280772°	Estrada para Amaralina, Mutunópolis, Goiás, Brazil	1684.9
-16.5863°,-049.8925°	unnamed road, Nazário, Goiás, Brazil	1695.3
-16.406327°,-049.218719°	Rua Pedro Jose de Carvalho, Nerópolis, Goiás, Brazil	1683.2
-14.469832°,-048.459217°	Rua Romada da Silva Rocha, Niquelândia, Goiás, Brazil	1668.8
-15.01986°,-049.896476°	Avenida America do Couto, Nova América, Goiás, Brazil	1680.5
-18.058196°,-048.255513°	Rua Goias, Nova Aurora, Goiás, Brazil	1707.7
-14.097652°,-050.339953°	Avenida Marechal Deodoro do Fonseca, Nova Crixás, Goiás, Brazil	1671.8
-15.150556°,-049.573056°	Rua Ernane Macedo, Nova Glória, Goiás, Brazil	1692.2
-14.285866°,-049.390692°	Rua Tiradentes, Nova Iguaçu de Goiás, Goiás, Brazil	1702.1
-13.74202°,-046.881954°	Avenida Deputado Benedito Vaz, Nova Roma, Goiás, Brazil	1721.2
-16.273056°,-049.323889°	unnamed road, Nova Veneza, Goiás, Brazil	1684.7
-16.045666°,-050.712726°	Rua D, Novo Brasil, Goiás, Brazil	1711.0
-16.051412°,-048.031781°	Rua 3 - 1HI, Novo Gama, Goiás, Brazil	1691.6
-13.236666°,-049.499374°	Rua Boiadeira, Novo Planalto, Goiás, Brazil	1680.4
-17.035726°,-048.296727°	Rua Noniato Teixeira França, Orizona, Goiás, Brazil	1710.4
-16.220366°,-049.194338°	Rua Alvorada, Ouro Verde de Goiás, Goiás, Brazil	1694.8
-18.238076°,-047.844487°	Rodovia Gustavo Capanema, Ouvidor, Goiás, Brazil	1706.0
-15.35444°,-040.51056°	Ribeirão do Largo, Bahia, Brazil	1459.0
-16.749444°,-051.511389°	Palestina de Goiás, Goiás, Brazil	1695.9
-16.793333°,-049.885278°	unnamed road, Palmeiras de Goiás, Goiás, Brazil	1709.9
-17.325°,-048.422222°	Avenida 03 - Padre João Saint Clair da Cruz, Palmelo, Goiás, Brazil	1708.3
-16.796242°,-050.164711°	Rua Pedro Geraldo Lopes, Palminópolis, Goiás, Brazil	1711.1
-18.181075°,-049.353114°	Rua Dona Santa Batista, Panamá, Goiás, Brazil	1701.6
-18.910676°,-050.653197°	Avenida Oscar Bernardes, Paranaiguara, Goiás, Brazil	1694.8
-16.951111°,-050.410278°	Paraúna, Goiás, Brazil	1702.0
-17.530461°,-052.062005°	AVENIDA ALTINO MORAES DE CARVALHO, Perolândia, Goiás, Brazil	1688.5
-16.095278°,-049.336667°	Avenida Diassis de Brito, Petrolina de Goiás, Goiás, Brazil	1705.2
-14.764041°,-049.578854°	Rua da Matriz, Pilar de Goiás, Goiás, Brazil	1673.0
-17.133333°,-049.016667°	unnamed road, Piracanjuba, Goiás, Brazil	1698.8
-16.425709°,-051.823636°	Avenida Independencia, Piranhas, Goiás, Brazil	1692.1
-15.853803°,-048.958553°	unnamed road, Pirenópolis, Goiás, Brazil	1644.9
-17.300825°,-048.283341°	unnamed road, Pires do Rio, Goiás, Brazil	1715.6
-15.4839°,-047.6393°	unnamed road, Planaltina, Goiás, Brazil	1718.6
-17.52°,-049.439167°	Rua 02, Pontalina, Goiás, Brazil	1711.0
-13.440833°,-049.148889°	Rua Coronel Antonio Martins, Porangatu, Goiás, Brazil	1693.5
-17.812497°,-050.16511°	Rua Belo Horizonte, Porteirão, Goiás, Brazil	1704.1
-17.357545°,-052.67442°	Avenida Um, Portelândia, Goiás, Brazil	1694.9
-14.091611°,-046.364683°	Rua Antônio Marques Golveia, Posse, Goiás, Brazil	1679.2
-17.255556°,-049.243611°	Rua Benedita Silverio, Professor Jamil, Goiás, Brazil	1714.9
-18.448056°,-050.446389°	Avenida Joaquim Timóteo de Paula, Quirinópolis, Goiás, Brazil	1696.5
-15.320071°,-049.575426°	Rua 37, Rialma, Goiás, Brazil	1686.4
-15.449099°,-049.509847°	RUA GRACIANO COSTA VASCONCELOS, Rianápolis, Goiás, Brazil	1704.4
-17.771111°,-048.744167°	Acesso ao Transfer, Rio Quente, Goiás, Brazil	1679.9
-17.790278°,-050.918333°	Rua Treze, Rio Verde, Goiás, Brazil	1689.2
-15.16697°,-049.804441°	unnamed road, Rubiataba, Goiás, Brazil	1689.7
-16.201309°,-050.311776°	Rua Sete de setembro, Sanclerlândia, Goiás, Brazil	1698.8
-16.571944°,-049.695833°	Rua Tomas de Oliveira Lobo, Santa Bárbara de Goiás, Goiás, Brazil	1698.7
-17.315278°,-048.481667°	Rua Brigadeiro Bernardo Lobo, Santa Cruz de Goiás, Goiás, Brazil	1700.0
-15.769209°,-051.10314°	RUA JOÃO SOARES, Santa Fé de Goiás, Goiás, Brazil	1690.7
-17.721389°,-050.603611°	unnamed road, Santa Helena de Goiás, Goiás, Brazil	1711.5
-15.2875°,-049.426111°	unnamed road, Santa Isabel, Goiás, Brazil	1690.5
-17.314444°,-053.199167°	unnamed road, Santa Rita do Araguaia, Goiás, Brazil	1682.1
-15.134418°,-049.117708°	Rua Jaime Gonzaga Sobrinho, Santa Rita do Novo Destino, Goiás, Brazil	1700.2
-16.086667°,-049.493889°	Rua Conego Jose de Trindade, Vila São Vicente, Goiás, Brazil	1711.9
-13.715278°,-049.011111°	Rua 03, Santa Tereza de Goiás, Goiás, Brazil	1678.5
-14.435371°,-049.709553°	Avenida José Elias Sobrinho, Santa Terezinha de Goiás, Goiás, Brazil	1693.8
-17.561949°,-050.637727°	Rua José Joaqui da Silva - Oeste, Santo Antônio da Barra, Goiás, Brazil	1707.7
-16.489721°,-049.31102°	Rua Santana, Santo Antônio de Goiás, Goiás, Brazil	1691.3
-15.943169°,-048.258954°	Rua 7, Santo Antônio do Descoberto, Goiás, Brazil	1671.6
-13.4075°,-046.314167°	GO-110, São Domingos, Goiás, Brazil	1694.7
-15.935556°,-049.263056°	Ru aGoiás, São Francisco de Goiás, Goiás, Brazil	1711.6
-16.810833°,-050.394167°	Rodovia Raul Caiado Fleury, São João da Paraúna, Goiás, Brazil	1711.2
-16.810833°,-050.394167°	Rodovia Raul Caiado Fleury, São João da Paraúna, Goiás, Brazil	1711.2
-16.522222°,-050.378889°	Rua 04, São Luís de Montes Belos, Goiás, Brazil	1697.1
-14.862695°,-049.33139°	Avenida Augusta Maria, São Luiz do Norte, Goiás, Brazil	1701.8
-13.288889°,-050.154167°	Avenida Centro-Oeste, São Miguel do Araguaia, Goiás, Brazil	1671.8
-17.058108°,-048.664192°	Avenida Alcides Pereira de Castro, São Miguel do Passa Quatro, Goiás, Brazil	1695.0
-15.348333°,-049.813889°	Rua 1, São Patrício, Goiás, Brazil	1672.9
-18.984167°,-050.518611°	unnamed road, São Simão, Goiás, Brazil	1712.4
-16.759444°,-049.086389°	Vicinal 3, Senador Canedo, Goiás, Brazil	1712.8
-18.303056°,-051.946944°	unnamed road, Serranópolis, Goiás, Brazil	1679.4
-16.665609°,-048.610706°	Rua Aprigio José de Souza, Silvânia, Goiás, Brazil	1716.4
-14.477222°,-046.482222°	unnamed road, Simolândia, Goiás, Brazil	1717.3
-14.8074°,-046.2509°	GO-108, Sítio d'Abadia, Goiás, Brazil	1706.9
-16.055266°,-049.607781°	unnamed road, Taquaral de Goiás, Goiás, Brazil	1704.2
-13.777752°,-047.265153°	Rua 7 de Setembro, Teresina de Goiás, Goiás, Brazil	1702.6
-16.482907°,-049.091062°	Rua Umbelino Filho, Terezópolis de Goiás, Goiás, Brazil	1677.0
-18.358333°,-047.776667°	Avenida Francelina Mendes Coelho, Três Ranchos, Goiás, Brazil	1699.5
-16.65638°,-049.491293°	Rua Coronel Pereira Lima, Trindade, Goiás, Brazil	1700.4
-13.507829°,-048.742467°	Rua Maria Galvão, Trombas, Goiás, Brazil	1669.6
-16.610216°,-050.131527°	Rua Doutor Pedro Ludovico Texeira, Turvânia, Goiás, Brazil	1689.1
-17.847164°,-050.2979°	GO-210, Turvelândia, Goiás, Brazil	1705.3
-14.283889°,-049.91°	unnamed road, Uirapuru, Goiás, Brazil	1691.6
-14.525735°,-049.157151°	Avenida Campo Agricola, Uruaçu, Goiás, Brazil	1705.0
-15.498333°,-049.690833°	Avenida Tocantins, Uruana, Goiás, Brazil	1712.1
-17.464396°,-048.203474°	Avenida Emidia Carneiro, Urutaí, Goiás, Brazil	1714.5
-16.068611°,-047.976389°	Avenida Senador Tancredo Neves, Valparaíso de Goiás, Goiás, Brazil	1679.4
-17.045°,-049.631667°	Rua Joaquim Pires de Oliveira, Varjão, Goiás, Brazil	1696.2
-16.75°,-048.511111°	unnamed road, Vianópolis, Goiás, Brazil	1716.0
-17.727778°,-049.789167°	unnamed road, Vicentinópolis, Goiás, Brazil	1714.8
-15.033611°,-047.047778°	unnamed road, Vila Boa, Goiás, Brazil	1714.9
-15.4587°,-048.885965°	Rua Uniao, Vila Propício, Goiás, Brazil	1723.6
-07.910545°,-034.908728°	Rua Sessenta e Um, Abreu e Lima, Pernambuco, Brazil	1595.4
-07.75°,-037.633333°	Avenida Artur Padilha, Afogados da Ingazeira, Pernambuco, Brazil	1700.2
-08.512389°,-041.008479°	Rua Três, Afrânio, Pernambuco, Brazil	1705.2
-08.455105°,-035.947112°	Rua João Guilherme, Agrestina, Pernambuco, Brazil	1549.9
-08.704594°,-035.521824°	Rua Arthur Bezerra Queiroz, Água Preta, Pernambuco, Brazil	1547.5
-09.1°,-035.1°	Alagoas, Brazil	1720.7
-08.688184°,-042.288208°	Coronel José Dias, Piauí, Brazil	1751.7
-07.603875°,-035.227959°	Rua Coronel Luiz Inacio, Aliança, Pernambuco, Brazil	1551.9
-08.49°,-036.058889°	Rua Caetano Bento de Figueiredo, Altinho, Pernambuco, Brazil	1549.3
-08.4°,-035.45°	unnamed road, Amaraji, Pernambuco, Brazil	1468.9
-08.883333°,-036.283333°	PE-177, Angelim, Pernambuco, Brazil	1575.5
-07.788056°,-035.089722°	Rua Antonio Carneiro, Araçoiaba, Pernambuco, Brazil	1614.4
-08.667°,-035.717°	Rua do Encruzamento, Catende, Pernambuco, Brazil	1509.0
-08.41889°,-037.05389°	Avenida Zeferino Galvão, Arcoverde, Pernambuco, Brazil	1674.1
-08.491944°,-035.659167°	Bonito, Pernambuco, Brazil	1521.6
-08.807838°,-035.190642°	unnamed road, Barreiros, Pernambuco, Brazil	1609.7
-08.6167°,-035.849998°	unnamed road, Entroncamento, Pernambuco, Brazil	1554.7
-08.757778°,-038.963889°	Avenida Coronel Jeronimo Pires, Belém do São Francisco, Pernambuco, Brazil	1787.9
-08.333894°,-036.421192°	Rua Pedro Firmino, Belo Jardim, Pernambuco, Brazil	1528.5
-08.275833°,-038.033889°	Rua Manoel Jerônimo, Betânia, Pernambuco, Brazil	1654.7
-08.238017°,-035.764471°	Rua Capitão Pedro Pereira, Bezerros, Pernambuco, Brazil	1519.4
-07.777778°,-039.940833°	Rua Três Irmãos, Bodocó, Pernambuco, Brazil	1637.2
-09.169683°,-036.680514°	Travessa Henrique Dias, Bom Conselho, Pernambuco, Brazil	1610.2
-07.795794°,-035.587352°	Avenida Jose Moreira de Andrade, Bom Jardim, Pernambuco, Brazil	1544.4
-08.470872°,-035.735345°	Rua Deputado Afrânio Godoi, Bonito, Pernambuco, Brazil	1539.6
-09.028374°,-036.566907°	Avenida Presidente Tancredo Neves, Brejão, Pernambuco, Brazil	1584.7
-07.51611°,-037.2861°	unnamed road, São José do Egito, Pernambuco, Brazil	1681.9
-08.15°,-036.366667°	unnamed road, Brejo da Madre de Deus, Pernambuco, Brazil	1578.3
-07.96667°,-037.6333°	unnamed road, Quitimbu, Pernambuco, Brazil	1673.9
-08.616667°,-037.15°	unnamed road, Buíque, Pernambuco, Brazil	1669.2
-08.287369°,-035.035105°	Rua Teixeira de Sá, Cabo de Santo Agostinho, Pernambuco, Brazil	1601.2
-08.516667°,-039.316667°	unnamed road, Cabrobó, Pernambuco, Brazil	1699.9
-08.485833°,-036.232778°	Rua Dez, Cachoeirinha, Pernambuco, Brazil	1604.1
-08.7728°,-036.6228°	Rua Miguel Quirino dos Santos, Caetés, Pernambuco, Brazil	1605.4
-08.742202°,-036.338523°	Rua João Alexandre da Silva, Calçado, Pernambuco, Brazil	1595.6
-07.939979°,-038.152779°	Praça Milton Ferreira Neto, Calumbi, Pernambuco, Brazil	1644.8
-08.025196°,-034.98138°	Rua Eliza Cabral de Souza, Camaragibe, Pernambuco, Brazil	1585.4
-08.35°,-035.766667°	Rodovia Deputado Ribeiro Godoy, Camocim de São Félix, Pernambuco, Brazil	1578.6
-07.41107°,-035.269065°	Rua Agamenon Magalhães, Camutanga, Pernambuco, Brazil	1601.7
-08.872414°,-036.199159°	Rodovia PE 177, Canhotinho, Pernambuco, Brazil	1553.6
-08.735°,-036.626944°	Rua Trinta e Um de Março, Capoeiras, Pernambuco, Brazil	1626.3
-07.806787°,-037.793352°	Travessa Manoel José, Carnaíba, Pernambuco, Brazil	1690.7
-08.321944°,-038.743889°	Avenida Jose Marcolino Pereira, Carnaubeira da Penha, Pernambuco, Brazil	1637.9
-07.845168°,-035.25544°	Avenida Estácio Coimbra, Carpina, Pernambuco, Brazil	1595.6
-08.282778°,-035.975833°	Rua Santo Andre, Caruaru, Pernambuco, Brazil	1572.6
-07.740833°,-035.720833°	Rua Treze de Maio, Casinhas, Pernambuco, Brazil	1587.3
-08.666667°,-035.716667°	Rua da Jaqueira, Catende, Pernambuco, Brazil	1509.0
-07.721944°,-039.238889°	Rua José Jocel Paulo, Cedro, Pernambuco, Brazil	1658.0
-08.002091°,-035.21353°	Rua Manoel Ribeiro de Barros, Chã de Alegria, Pernambuco, Brazil	1606.8
-08.241651°,-035.457736°	Rua Justino Gomes, Chã Grande, Pernambuco, Brazil	1578.6
-07.585986°,-035.10086°	Avenida Olegário Fonseca, Condado, Pernambuco, Brazil	1606.5
-09.128597°,-036.328927°	Rua Enaura de Holanda, Correntes, Pernambuco, Brazil	1566.5
-08.466667°,-035.55°	unnamed road, Cortês, Pernambuco, Brazil	1482.3
-08.005833°,-035.696944°	Rua Severino Rego Medeiros, Cumaru, Pernambuco, Brazil	1555.6
-08.616944°,-035.95°	Rua Valdemar da Silva, Cupira, Pernambuco, Brazil	1587.8
-08.0875°,-037.643056°	Avenida João Verissímo, Custódia, Pernambuco, Brazil	1671.8
-08.447402°,-040.767193°	Travessa Antônio Salustiano, Dormentes, Pernambuco, Brazil	1666.1
-08.360135°,-035.222137°	Rua Diário de Pernambuco, Escada, Pernambuco, Brazil	1566.8
-07.513404°,-039.723379°	Rua Franco Alencar, Exu, Pernambuco, Brazil	1598.9
-07.950833°,-035.388889°	Rua Nova Descoberta, Feira Nova, Pernambuco, Brazil	1577.1
-03.84036°,-032.4113°	Rua São Miguel, Fernando de Noronha, Pernambuco, Brazil	1728.4
-07.450299°,-035.244358°	unnamed road, Ferreiros, Pernambuco, Brazil	1571.8
-07.865833°,-037.975°	Rua Nova, Flores, Pernambuco, Brazil	1641.3
-08.601°,-038.568°	Rua Capitão Emílio Novaes, Floresta, Pernambuco, Brazil	1664.6
-07.944253°,-035.920913°	unnamed road, Frei Miguelinho, Pernambuco, Brazil	1576.4
-08.583333°,-035.383333°	Rua João Mendes da Silva, Gameleira, Pernambuco, Brazil	1555.7
-08.890278°,-036.492778°	Avenida Santo Antônio, Garanhuns, Pernambuco, Brazil	1598.6
-07.999431°,-035.29725°	Rua Tamboatá, Glória do Goitá, Pernambuco, Brazil	1599.0
-07.560833°,-035.002778°	Avenida do Povo, Goiana, Pernambuco, Brazil	1626.0
-07.716667°,-039.6°	PE-520, Moreilândia, Pernambuco, Brazil	1631.3
-08.199722°,-035.566667°	Rua Quintino Bocajuva, Gravatá, Pernambuco, Brazil	1575.1
-09.05°,-036.85°	unnamed road, Iati, Pernambuco, Brazil	1596.6
-08.537982°,-037.689433°	Rua Duque de Caxias, Ibimirim, Pernambuco, Brazil	1683.3
-08.583333°,-036.183333°	unnamed road, Ibirajuba, Pernambuco, Brazil	1572.7
-07.8339°,-034.9058°	Rua Barbosa Lima, Igarassu, Pernambuco, Brazil	1637.7
-07.833333°,-037.533333°	unnamed road, Iguaracy, Pernambuco, Brazil	1690.7
-08.90306°,-037.82694°	Rua Juvenal Gomes Araújo, Inajá, Pernambuco, Brazil	1646.2
-07.67583°,-037.46°	Praça Aristaque José de Veras, Ingazeira, Pernambuco, Brazil	1689.5
-08.4°,-035.063889°	Travessa Vereador Vasconcelos Gomes, Ipojuca, Pernambuco, Brazil	1604.0
-07.65°,-040.116667°	unnamed road, Ipubi, Pernambuco, Brazil	1635.1
-08.812214°,-038.567695°	Floresta, Pernambuco, Brazil	1779.2
-08.94778°,-037.4228°	unnamed road, Itaíba, Pernambuco, Brazil	1601.4
-07.74722°,-034.82778°	Rua Nossa Senhora do Pilar, Ilha de Itamaracá, Pernambuco, Brazil	1693.2
-07.447778°,-035.243889°	Avenida Monsenhor Julio Maria, Ferreiros, Pernambuco, Brazil	1576.1
-07.380166°,-037.189093°	Rua Treze de Maio, Itapetim, Pernambuco, Brazil	1687.5
-07.775833°,-034.891944°	unnamed road, Itapissuma, Pernambuco, Brazil	1649.5
-07.666667°,-035.1°	Travessa Jose Pereira de Lima e Silva, Itaquitinga, Pernambuco, Brazil	1602.0
-08.112222°,-035.01603°	Avenida Barão de Lucena, Jaboatão, Pernambuco, Brazil	1595.5
-08.726944°,-035.792778°	Rua da Italia, Jaqueira, Pernambuco, Brazil	1489.2
-07.984946°,-036.498577°	Rua José Pereira de Araujo, Jataúba, Pernambuco, Brazil	1647.5
-09.1828°,-038.2689°	Rua ibimirim, Jatobá, Pernambuco, Brazil	1658.6
-07.859779°,-035.592709°	Rua Doutor José Pontual Lima, João Alfredo, Pernambuco, Brazil	1550.0
-08.625905°,-035.526351°	Avenida Manoel Jose da Costa Filho, Joaquim Nabuco, Pernambuco, Brazil	1505.7
-08.707394°,-036.488198°	Rua antonio mariano irmão, Jucati, Pernambuco, Brazil	1645.5
-08.712325°,-036.41491°	Praça Nossa Senhora do Rosário, Jupi, Pernambuco, Brazil	1640.3
-08.7178°,-036.1358°	Rua da Compesa, Jurema, Pernambuco, Brazil	1642.3
-07.847453°,-035.316043°	Rodovia Coronel Francisco do Heraclio, Lagoa do Carro, Pernambuco, Brazil	1562.6
-07.926909°,-035.296837°	Avenida Manoel José da Silva, Lagoa de Itaenga, Pernambuco, Brazil	1594.8
-09.126944°,-036.458889°	Rua Capitão Amador Monteiro, Lagoa do Ouro, Pernambuco, Brazil	1603.8
-08.657778°,-035.9°	unnamed road, Lagoa dos Gatos, Pernambuco, Brazil	1592.5
