Coordenadas Geográficas	Cidade, Estado, País	Specific photovoltaic power output
-25.297211°,-048.322851°	Rua Superagui, Guaraqueçaba, Paraná, Brazil	1183.0
-25.9°,-048.566667°	Avenida Brejatuba, Guaratuba, Paraná, Brazil	1305.1
-26.1408°,-052.3869°	Rua João Osório, Honório Serpa, Paraná, Brazil	1587.3
-23.833333°,-050.166667°	unnamed road, Ibaiti, Paraná, Brazil	1593.9
-25.114035°,-053.01479°	Rua Estado do Rio, Ibema, Paraná, Brazil	1601.9
-23.283333°,-051.05°	Estrada Esmeralda, Ibiporã, Paraná, Brazil	1612.1
-23.394265°,-053.627073°	Rua Monte Belo, Icaraíma, Paraná, Brazil	1625.6
-23.1969°,-051.8278°	Rua Cassemiro Batista de Souza, Iguaraçu, Paraná, Brazil	1637.6
-06.363516°,-039.299408°	Rua Doutor João Pessoa, Iguatu, Ceará, Brazil	1723.0
-24.44745°,-050.760373°	Rua Maringá, Imbaú, Paraná, Brazil	1581.6
-25.2°,-050.583333°	Imbituva, Paraná, Brazil	1481.9
-25.5708°,-051.0789°	Rua Marechal Floriano Peixoto, Inácio Martins, Paraná, Brazil	1431.9
-08.903056°,-037.826944°	Rua Juvenal Gomes Araújo, Inajá, Pernambuco, Brazil	1646.2
-23.479915°,-052.698099°	unnamed road, Indianópolis, Paraná, Brazil	1626.1
-25.025663°,-050.583845°	Rua Quinze de Novembro, Ipiranga, Paraná, Brazil	1512.4
-24.002778°,-053.703889°	Rua Guilherme Tissiani, Iporã, Paraná, Brazil	1608.7
-24.4278°,-053.355°	Avenida São Paulo, Iracema do Oeste, Paraná, Brazil	1604.6
-25.465556°,-050.630833°	Rua Imbituva, Irati, Paraná, Brazil	1435.2
-24.420137°,-052.100756°	Travessa Arthur Bernardes, Iretama, Paraná, Brazil	1606.1
-22.61673°,-051.970615°	Rua Conde Francisco Matarazzo, Itaguajé, Paraná, Brazil	1644.3
-25.141197°,-054.300637°	Rua Sete de Setembro, Itaipulândia, Paraná, Brazil	1586.7
-23.013749°,-050.40249°	Rua Major Florêncio, Itambaracá, Paraná, Brazil	1618.0
-15.245°,-040.623889°	Travessa José Leandro, Itambé, Bahia, Brazil	1477.2
-23.732778°,-052.872778°	Rua Felicio Pepa, Tapejara, Paraná, Brazil	1623.6
-25.221828°,-049.345343°	Avenida São Pedro, Itaperuçu, Paraná, Brazil	1424.1
-23.70778°,-049.48972°	Avenida Santa Cruz, Itaporanga, São Paulo, Brazil	1584.4
-24.112793°,-049.330575°	Rua São Pedro, Itararé, São Paulo, Brazil	1571.0
-22.6667°,-052.8167°	Diamante do Norte, Paraná, Brazil	1665.2
-25.00722°,-050.860565°	Rua Doutor Xavier da Silva, Ivaí, Paraná, Brazil	1520.0
-24.249942°,-051.680673°	Rua Poços de Caldas, Ivaiporã, Paraná, Brazil	1611.4
-23.4089°,-053.3689°	Avenida São Paulo, Ivaté, Paraná, Brazil	1623.9
-23.616667°,-052.216667°	Rua Pio XII, Ivatuba, Paraná, Brazil	1593.1
-23.742656°,-050.073997°	Rua José de Azevedo, Jaboti, Paraná, Brazil	1600.2
-23.160833°,-049.968889°	Rua Marechal Floriano Peixoto, Jacarezinho, Paraná, Brazil	1616.9
-23.116667°,-051.55°	Avenida Vandir Minto, Jaguapitã, Paraná, Brazil	1640.3
-24.236243°,-049.706581°	Rua Prefeito Aldo S. Ribas, Jaguariaíva, Paraná, Brazil	1568.1
-23.6°,-051.65°	Avenida Anunciato Sonni, Jandaia do Sul, Paraná, Brazil	1612.1
-24.135522°,-052.776123°	PR-468, Janiópolis, Paraná, Brazil	1607.2
-23.8128°,-050.1389°	Rua Rui Barbosa, Japira, Paraná, Brazil	1602.8
-23.470342°,-052.556682°	Rua Palmital, Japurá, Paraná, Brazil	1623.4
-24.177864°,-051.689443°	Praça Mariana Leite Félix, Jardim Alegre, Paraná, Brazil	1626.4
-22.554059°,-052.037735°	Avenida Paranapanema, Jardim Olinda, Paraná, Brazil	1632.9
-23.263571°,-050.973647°	Avenida Paraná, Jataizinho, Paraná, Brazil	1613.5
-22.883°,-043.683°	unnamed road, Zona Oeste do Rio de Janeiro, Rio de Janeiro, Brazil	1469.4
-23.4989°,-049.905°	unnamed road, Joaquim Távora, Paraná, Brazil	1610.9
-23.45°,-050.283333°	unnamed road, Jundiaí do Sul, Paraná, Brazil	1598.9
-24.416157°,-052.844853°	Rua Carajá, Juranda, Paraná, Brazil	1588.7
-23.620833°,-052.468889°	Avenida Doutor Gastão Vidigal, Jussara, Paraná, Brazil	1615.6
-23.824081°,-051.668458°	Rua Professor Irineu Citino, Kaloré, Paraná, Brazil	1589.8
-25.77°,-049.715833°	Rua XV de Novembro, Lapa, Paraná, Brazil	1416.6
-24.888093°,-052.472638°	Rua Pernambuco, Laranjal, Paraná, Brazil	1606.8
-25.416667°,-052.416667°	Avenida Álvaro Natel de Camargo, Laranjeiras do Sul, Paraná, Brazil	1578.4
-23.081085°,-050.752638°	Rua Antônio Pereira dos Santos, Leópolis, Paraná, Brazil	1637.9
-24.106859°,-051.654551°	Rua Mato Grosso, Lidianópolis, Paraná, Brazil	1625.1
-25.26°,-053.5758°	Avenida Souza Naves, Lindoeste, Paraná, Brazil	1561.7
-22.9°,-053.166667°	unnamed road, Loanda, Paraná, Brazil	1639.9
-23.010403°,-051.951689°	Avenida Presidente Getúlio Vargas (Lobato), Lobato, Paraná, Brazil	1642.2
-23.31°,-051.162778°	Rua Pernambuco, Londrina, Paraná, Brazil	1625.7
-24.2858°,-052.2758°	Rua Presidente Tancredo de Almeida Neves, Luiziana, Paraná, Brazil	1615.5
-24.07845°,-051.741554°	Rua Bahia, Lunardelli, Paraná, Brazil	1620.5
-22.754656°,-051.658164°	Rua Mato Grosso, Lupionópolis, Paraná, Brazil	1652.0
-25.877778°,-050.820833°	Rua Olavo Bilac - Norte, Mallet, Paraná, Brazil	1363.1
-24.310502°,-052.529064°	Rua Guadalajara, Mamborê, Paraná, Brazil	1616.5
-23.333333°,-052.083333°	unnamed road, Mandaguaçu, Paraná, Brazil	1622.9
-23.5478°,-051.6708°	Rua José Sofia, Mandaguari, Paraná, Brazil	1622.7
-25.778889°,-049.326055°	Avenida Paraná, Mandirituba, Paraná, Brazil	1390.6
-26.144347°,-053.311471°	unnamed road, Manfrinópolis, Paraná, Brazil	1558.9
-25.95°,-052.15°	unnamed road, Mangueirinha, Paraná, Brazil	1594.8
-24.518517°,-051.664155°	Rua Sete de Setembro, Manoel Ribas, Paraná, Brazil	1610.7
-23.417257°,-052.76538°	Rua Cuba, Rondon, Paraná, Brazil	1615.1
-23.583333°,-053.166667°	unnamed road, Maria Helena, Paraná, Brazil	1615.6
-23.466699°,-051.700001°	Estrada Arassu, Mandaguari, Paraná, Brazil	1614.5
-23.75°,-051.316667°	unnamed road, Marilândia do Sul, Paraná, Brazil	1604.8
-22.716667°,-053.05°	unnamed road, Marilena, Paraná, Brazil	1653.2
-24.008342°,-053.148647°	Rua Marcelino Medeiros, Mariluz, Paraná, Brazil	1611.4
-23.42732°,-051.936961°	Rua Padre Germano José Mayer, Maringá, Paraná, Brazil	1609.9
-26.356608°,-052.555914°	Rua 06, Mariópolis, Paraná, Brazil	1590.7
-21.700001°,-042.966701°	BR-267, Maripá de Minas, Minas Gerais, Brazil	1438.2
-26.148889°,-053.025833°	Rua Padre Afonso, Marmeleiro, Paraná, Brazil	1586.3
-25.116667°,-052.283333°	unnamed road, Marquinho, Paraná, Brazil	1579.6
-23.7058°,-051.6389°	Rua São Paulo, Marumbi, Paraná, Brazil	1604.7
-25.242227°,-053.981779°	Rua Ipanema, Matelândia, Paraná, Brazil	1560.3
-25.816667°,-048.533333°	Rua Francisco Brenner, Matinhos, Paraná, Brazil	1307.9
-24.69793°,-052.153121°	PR-239, Mato Rico, Paraná, Brazil	1584.6
-26.45°,-051.15°	unnamed road, Matos Costa, Santa Catarina, Brazil	1408.3
-23.9008°,-051.2289°	Rua São Judas Tadeu, Mauá da Serra, Paraná, Brazil	1604.7
-25.295°,-054.093889°	Avenida Brasil, Medianeira, Paraná, Brazil	1568.2
-24.453889°,-054.161944°	Rua Esperança, Mercedes, Paraná, Brazil	1595.5
-23.257778°,-052.775833°	Rua Dario Veloso, Mirador, Paraná, Brazil	1611.1
-05.55°,-037.75°	unnamed road, Felipe Guerra, Rio Grande do Norte, Brazil	1697.4
-25.091944°,-054.247778°	Rua Dom Pedro I, Missal, Paraná, Brazil	1580.5
-24.050936°,-053.010341°	Rua Irene Marques, Moreira Sales, Paraná, Brazil	1617.6
-25.476944°,-048.833889°	Rua Antônio Vieira dos Santos, Morretes, Paraná, Brazil	1241.8
-23.133333°,-051.766667°	unnamed road, Munhoz de Mello, Paraná, Brazil	1630.7
-22.85°,-051.766667°	unnamed road, Mendeslândia, Paraná, Brazil	1646.8
-23.116667°,-052.65°	unnamed road, Mirador, Paraná, Brazil	1619.0
-23.333333°,-050.7°	unnamed road, Nova América da Colina, Paraná, Brazil	1620.7
-24.529806°,-053.252552°	Rua Melissa, Nova Aurora, Paraná, Brazil	1602.3
-24.6728°,-052.5689°	unnamed road, Nova Cantu, Paraná, Brazil	1571.5
-23.183889°,-052.205°	Rua Governador Bento Munhoz da Rocha, Nova Esperança, Paraná, Brazil	1633.2
-25.9069°,-053.2628°	unnamed road, Nova Esperança do Sudoeste, Paraná, Brazil	1576.9
-23.433798°,-050.561751°	Rua Governador Munhoz da Rocha, Nova Fátima, Paraná, Brazil	1635.7
-25.307215°,-052.541691°	Rua Rio Grande do Sul, Nova Laranjeiras, Paraná, Brazil	1577.5
-22.762657°,-052.989867°	Praça Matriz, Nova Londrina, Paraná, Brazil	1644.3
-23.480361°,-053.084903°	Avenida Doutora Olimpia Pacheco, Nova Olímpia, Paraná, Brazil	1624.5
-25.6328°,-053.3469°	unnamed road, Nova Prata do Iguaçu, Paraná, Brazil	1586.8
-23.5969°,-050.7239°	unnamed road, Nova Santa Bárbara, Paraná, Brazil	1619.1
-24.4658°,-053.9528°	Rua 3 de Maio, Nova Santa Rosa, Paraná, Brazil	1597.9
-24.4378°,-051.945°	Rua Constantina, Nova Tebas, Paraná, Brazil	1605.5
-23.7639°,-051.5069°	Rua Silvio Rossato, Novo Itacolomi, Paraná, Brazil	1595.8
-24.209273°,-050.925592°	Avenida Laurindo Barbosa de Macedo, Ortigueira, Paraná, Brazil	1571.9
-23.383333°,-052.183333°	Ourizona, Paraná, Brazil	1618.8
-24.775099°,-053.90347°	Rua Porto Alegre, Ouro Verde do Oeste, Paraná, Brazil	1585.1
-23.458126°,-052.049673°	Avenida Santo Berloffa, Paiçandu, Paraná, Brazil	1606.0
-26.484205°,-051.991387°	Rua Bispo Dom Carlos, Palmas, Paraná, Brazil	1574.6
-25.428889°,-050.005833°	Rua Araldo Manoel Erichsen, Palmeira, Paraná, Brazil	1467.1
-24.885461°,-052.212224°	Rua Moisés Lupion, Palmital, Paraná, Brazil	1603.1
-24.283333°,-053.839722°	Avenida Presidente Kennedy, Perímetro Urbano, Paraná, Brazil	1604.1
-23.216699°,-052.633301°	unnamed road, Nova Aliança do Ivaí, Paraná, Brazil	1611.3
-22.931917°,-052.153388°	Rua Mario Xavier de Souza, Paranacity, Paraná, Brazil	1634.3
-25.520833°,-048.509444°	Rua Professor Cleto, Paranaguá, Paraná, Brazil	1290.4
-22.65°,-052.1°	Paranapoema, Paraná, Brazil	1647.5
-23.073769°,-052.465311°	Rua Rio Grande do Sul, Paranavaí, Paraná, Brazil	1629.5
-24.616667°,-054.216667°	unnamed road, Pato Bragado, Paraná, Brazil	1584.3
-26.216667°,-052.666667°	Rua Manoel Ribas, Pato Branco, Paraná, Brazil	1586.5
-26.2°,-050.95°	unnamed road, Paula Freitas, Paraná, Brazil	1340.6
-26.043507°,-050.838153°	Rua Esperança, Paulo Frontin, Paraná, Brazil	1332.8
-23.9°,-052.333333°	Avenida Raposo Tavares, Peabiru, Paraná, Brazil	1619.9
-23.9°,-053.4°	unnamed road, Perobal, Paraná, Brazil	1610.9
-23.8°,-053.683°	Rua Felipe Camarão, Pérola, Paraná, Brazil	1610.8
-23.8°,-053.683°	Rua Felipe Camarão, Pérola, Paraná, Brazil	1610.8
-26.1°,-049.433333°	Rua Bahia, Piên, Paraná, Brazil	1373.4
-25.435854°,-049.171833°	Rua Líbia, Pinhais, Paraná, Brazil	1410.7
-26.034832°,-053.484256°	unnamed road, Pinhal de São Bento, Paraná, Brazil	1586.5
-23.783333°,-050.05°	Rodovia Avelino Vieira, Tomazina, Paraná, Brazil	1595.2
-25.695833°,-051.66°	Rua Francisco Delle, Pinhão, Paraná, Brazil	1566.6
-24.533936°,-049.925579°	Rodovia Senador Flávio Carvalho Guimarães, Piraí do Sul, Paraná, Brazil	1504.3
-25.450494°,-049.069145°	Avenida Getúlio Vargas, Piraquara, Paraná, Brazil	1364.2
-24.757904°,-051.778054°	Rodovia Prefeito Dirceu Diogo Portugal, Pitanga, Paraná, Brazil	1572.5
-23.223503°,-051.591325°	Rua Santo Antônio, Pitangueiras, Paraná, Brazil	1632.3
-23.016667°,-052.966667°	Rodovia Heitor de Alencar Furtado, Planaltina do Paraná, Paraná, Brazil	1621.9
-25.715833°,-053.765833°	Rua Maranhão, Planalto, Paraná, Brazil	1580.0
-25.099444°,-050.158333°	Rua Engenheiro Schamber, Ponta Grossa, Paraná, Brazil	1527.8
-25.686226°,-048.469615°	Rodovia Engenheiro Darci Gomes de Morais, Pontal do Paraná, Paraná, Brazil	1299.3
-22.755833°,-051.378889°	Rua Presidente Kennedy, Porecatu, Paraná, Brazil	1642.5
-25.546921°,-049.891625°	Rua XV de Novembro, Porto Amazonas, Paraná, Brazil	1433.2
-16.083333°,-058.083333°	Cáceres, Mato Grosso, Brazil	1592.4
-22.771944°,-053.266944°	Rua Waldemar Teixeira de Farias, Porto Rico, Paraná, Brazil	1637.7
-26.253423°,-051.079308°	Rua Alfredo Scultetos, Porto União, Santa Catarina, Brazil	1357.1
-26.160052°,-051.230654°	Rua Reinaldo Frederico Gaebler, Porto Vitória, Paraná, Brazil	1392.8
-23.0389°,-051.4419°	Rua Bariri, Prado Ferreira, Paraná, Brazil	1643.3
-26.016667°,-053.733333°	BR-163, Pranchita, Paraná, Brazil	1589.7
-23.27778°,-052.15194°	Rua Pioneiro Antenor Martins, Presidente Castelo Branco, Paraná, Brazil	1625.4
-22.8°,-051.016667°	unnamed road, Primeiro de Maio, Paraná, Brazil	1646.3
-25.212995°,-050.981436°	Rua Doutor Osório Guimarães, Prudentópolis, Paraná, Brazil	1486.5
-24.283035°,-053.078394°	Avenida Raposo Tavares, Quarto Centenário, Paraná, Brazil	1612.9
-23.567547°,-049.915768°	Avenida Doutor João Pessoa, Quatiguá, Paraná, Brazil	1611.7
-25.366667°,-049.083333°	Rua Aristeu Luciano Adamoski, Quatro Barras, Paraná, Brazil	1395.6
-24.571583°,-053.982125°	Avenida Presidente Epitácio, Quatro Pontes, Paraná, Brazil	1598.9
-25.45°,-052.9078°	Rua Carvalho, Quedas do Iguaçu, Paraná, Brazil	1567.7
-23.091591°,-053.490093°	Rua Espirito Santo, Querência do Norte, Paraná, Brazil	1624.9
-23.8°,-052.116667°	unnamed road, Irapuan, Paraná, Brazil	1606.3
-25.8719°,-049.4978°	Rua Padre Francisco, Quitandinha, Paraná, Brazil	1389.7
-25.119973°,-054.030884°	Avenida Voluntários da Pátria, Ramilândia, Paraná, Brazil	1577.7
-23.07°,-050.912778°	Rua Paraná, Rancho Alegre, Paraná, Brazil	1634.4
-23.07°,-050.912778°	Rua Paraná, Rancho Alegre, Paraná, Brazil	1634.4
-25.766944°,-053.526944°	Rua Arnaldo Busato, Realeza, Paraná, Brazil	1587.1
-25.622776°,-050.687835°	Rua Rui Barbosa, Rebouças, Paraná, Brazil	1393.8
-26.155366°,-052.972261°	Rua Nilo Peçanha, Renascença, Paraná, Brazil	1591.8
-24.65°,-050.850833°	Avenida Coronel Rogério Borba, Reserva, Paraná, Brazil	1566.6
-25.833827°,-052.031561°	PR 459, Vila Copel, Paraná, Brazil	1584.3
-23.191839°,-049.757355°	Rua Benjamin Constant, Ribeirão Claro, Paraná, Brazil	1627.7
-23.405095°,-050.357239°	Rua São Paulo, Ribeirão do Pinhal, Paraná, Brazil	1617.6
-25.727623°,-050.790625°	Avenida Manoel Ribas, Rio Azul, Paraná, Brazil	1388.6
-23.766667°,-051.416667°	Avenida Mato Grosso, Rio Bom, Paraná, Brazil	1589.0
-25.4908°,-052.5258°	Rua 7 de Setembro, Rio Bonito do Iguaçu, Paraná, Brazil	1579.5
-24.316349°,-051.31443°	Avenida Rio Branco, Rio Branco do Ivaí, Paraná, Brazil	1604.4
-25.166667°,-049.3°	unnamed road, Rio Branco do Sul, Paraná, Brazil	1412.4
-26.105833°,-049.797778°	Rua XV de Novembro, Rio Negro, Paraná, Brazil	1379.6
-23.831954°,-049.431132°	Rua Adão Batista, Riversul, São Paulo, Brazil	1572.8
-23.3°,-051.366667°	Rua Panamá, Rolândia, Paraná, Brazil	1623.9
-24.602778°,-052.275°	Rua João Rosa, Roncador, Paraná, Brazil	1595.3
-24.566667°,-054.066667°	Rua Colombo, Marechal Candido Rondon, Paraná, Brazil	1585.3
-24.2778°,-051.275°	Rosário do Ivaí, Paraná, Brazil	1609.7
-23.319223°,-051.553918°	Avenida Presidente Campos Salles, Sabáudia, Paraná, Brazil	1636.0
-26.172153°,-053.363339°	Rua Vitório Scatola, Salgado Filho, Paraná, Brazil	1552.0
-23.602383°,-049.628229°	unnamed road, Salto do Itararé, Paraná, Brazil	1590.6
-25.7839°,-053.3089°	Rua Princesa Izabel, Salto do Lontra, Paraná, Brazil	1574.5
-23.265775°,-050.425781°	unnamed road, Santa Amélia, Paraná, Brazil	1614.0
-23.533333°,-050.75°	unnamed road, Santa Cecília do Pavão, Paraná, Brazil	1616.0
-22.95°,-053.316667°	Santa Cruz de Monte Castelo, Paraná, Brazil	1633.5
-23.041618°,-051.807109°	Rua Jacarezinho, Santa Fé, Paraná, Brazil	1639.4
-24.86°,-054.33278°	Avenida Paraná, Santa Helena, Paraná, Brazil	1586.9
-22.641286°,-051.901783°	Rua Governador Munhoz da Rocha, Santa Inês, Paraná, Brazil	1648.8
-22.966699°,-053.233299°	PR-576, Santa Cruz de Monte Castelo, Paraná, Brazil	1624.3
-25.8208°,-053.4839°	Rua Guajuvira, Santa Izabel do Oeste, Paraná, Brazil	1588.1
-25.406944°,-053.565833°	Rua das Palmeiras, Santa Lúcia, Paraná, Brazil	1556.3
-24.9389°,-051.8628°	unnamed road, Santa Maria do Oeste, Paraná, Brazil	1571.5
-23.14634°,-050.513566°	Rua Antônio Manoel dos Santos, Santa Mariana, Paraná, Brazil	1620.6
-23.107778°,-053.108889°	unnamed road, Vila Rural Nossa Senhora Aparecida, Paraná, Brazil	1617.2
-25.052741°,-053.627476°	Rua Porto Alegre, Santa Tereza do Oeste, Paraná, Brazil	1588.7
-25.4469°,-054.4008°	Rua Amazonas, Santa Terezinha de Itaipu, Paraná, Brazil	1585.6
-23.765595°,-049.631997°	Rua Alvaro L. Pereira, Santana do Itararé, Paraná, Brazil	1575.9
-23.266667°,-050.1°	unnamed road, Santo Antônio da Platina, Paraná, Brazil	1628.0
-22.735°,-052.341944°	unnamed road, Santo Antônio do Caiuá, Paraná, Brazil	1658.2
-23.493889°,-050.645833°	Rua Izilda Hadad Merheb, Santo Antônio do Paraíso, Paraná, Brazil	1625.4
-26.066667°,-053.733333°	unnamed road, San Antonio, Misiones, Argentina	1581.4
-22.696248°,-051.792243°	Rua Arnor Marques Pinheiro, Santo Inácio, Paraná, Brazil	1646.0
-25.0108°,-050.8589°	Rua Rui Barbosa, Ivaí, Paraná, Brazil	1521.5
-23.714008°,-050.738799°	Avenida José Batista Proença, São Jerônimo da Serra, Paraná, Brazil	1615.3
-25.8241°,-052.7327°	Rua Esperança, São João, Paraná, Brazil	1596.0
-22.853967°,-052.339394°	Rua Vereador Antonio Garcia Peres, São João do Caiuá, Paraná, Brazil	1646.3
-23.98°,-051.8178°	unnamed road, São João do Ivaí, Paraná, Brazil	1609.1
-25.666667°,-050.333333°	unnamed road, São João do Triunfo, Paraná, Brazil	1401.2
-25.7058°,-052.9178°	Rua das Americas, São Jorge d'Oeste, Paraná, Brazil	1578.5
-23.433243°,-052.289724°	Rodovia Prefeito Doutor Hermínio Takatuji, São Jorge do Ivaí, Paraná, Brazil	1602.2
-23.7408°,-053.9269°	Estrada Patrocínio, São Jorge do Patrocínio, Paraná, Brazil	1613.8
-23.9158°,-049.6519°	Rua Heitor Correa Lima, São José da Boa Vista, Paraná, Brazil	1563.9
-22.55°,-047.2°	unnamed road, Artur Nogueira, São Paulo, Brazil	1637.4
-25.532651°,-049.088943°	Rua Chapecó, São José dos Pinhais, Paraná, Brazil	1388.4
-23.4028°,-052.6439°	unnamed road, São Manoel do Paraná, Paraná, Brazil	1612.7
-25.866667°,-050.383333°	Rua Altino Pereira de Lima, São Mateus do Sul, Paraná, Brazil	1373.7
-25.35°,-054.166667°	unnamed road, São Miguel do Iguaçu, Paraná, Brazil	1561.2
-24.9358°,-053.855°	Rua Belém, São Pedro do Iguaçu, Paraná, Brazil	1585.7
-23.866841°,-051.856011°	Rua Maria Ozorio, São Pedro do Ivaí, Paraná, Brazil	1589.4
-22.824377°,-053.221266°	Rua Londrina, São Pedro do Paraná, Paraná, Brazil	1640.7
-23.466667°,-050.75°	unnamed road, São Sebastião da Amoreira, Paraná, Brazil	1614.6
-23.537778°,-052.590833°	Travessa B, São Tomé, Paraná, Brazil	1615.3
-23.912216°,-050.584582°	Rua Benvindo Gonçalves Guerreiro, Vila Nova, Paraná, Brazil	1561.1
-23.452341°,-051.852756°	Avenida Antônio Volpato, Sarandi, Paraná, Brazil	1607.7
-25.6939°,-052.6189°	Rua Alfides Marangon, Saudade do Iguaçu, Paraná, Brazil	1593.5
-24.1°,-049.483333°	unnamed road, Sengés, Paraná, Brazil	1558.5
-25.387399°,-054.052326°	PR-495, Serranópolis do Iguaçu, Paraná, Brazil	1552.7
-23.05°,-050.833333°	unnamed road, Sertaneja, Paraná, Brazil	1628.9
-23.066667°,-051.033333°	Rua Natal Bersaneti, Sertanópolis, Paraná, Brazil	1633.7
-23.687826°,-049.834385°	Rua Piauí, Siqueira Campos, Paraná, Brazil	1581.2
-25.701047°,-052.720793°	Rua Tupinambá, Sulina, Paraná, Brazil	1579.7
-23.722778°,-051.096944°	Avenida João Domingos Gonçalves, Tamarana, Paraná, Brazil	1611.6
-23.200458°,-052.500138°	Rua Said Ramos Júnior, Tamboara, Paraná, Brazil	1625.0
-23.732778°,-052.872778°	Rua Felicio Pepa, Tapejara, Paraná, Brazil	1623.6
-23.323013°,-053.069445°	unnamed road, Tapira, Paraná, Brazil	1628.6
-25.37359°,-050.45963°	PR-438, Teixeira Soares, Paraná, Brazil	1466.7
-24.324432°,-050.616437°	Rua Joaquim Batista Ribeiro, Telêmaco Borba, Paraná, Brazil	1548.4
-23.767778°,-052.443889°	Rua Indianópolis, Terra Boa, Paraná, Brazil	1623.5
-22.72596°,-052.623463°	Rua Carlos Sunji, Terra Rica, Paraná, Brazil	1665.1
-24.166157°,-054.097319°	Rua Vereador Vicente Balan, Terra Roxa, Paraná, Brazil	1614.6
-24.5°,-050.4°	Tibagi, Paraná, Brazil	1572.0
-25.933333°,-049.183333°	Rodovia Prefeito Francisco Teixeira, Tijucas do Sul, Paraná, Brazil	1378.3
-24.713889°,-053.742778°	Rua Júlio Castilho, Toledo, Paraná, Brazil	1602.7
-23.766667°,-049.966667°	Rodovia Avelino Vieira, Tomazina, Paraná, Brazil	1582.4
-25.422528°,-053.189676°	Rua Nereu Ramos, Três Barras do Paraná, Paraná, Brazil	1558.6
-24.976045°,-049.088045°	Rua Eros Ruppel Abdalla, Tunas do Paraná, Paraná, Brazil	1391.0
-23.816667°,-052.916667°	Tuneiras do Oeste, Paraná, Brazil	1611.2
-24.586612°,-053.51557°	Avenida Assis Chateaubriand, Tupãssi, Paraná, Brazil	1611.0
-25.04615°,-051.538771°	Avenida Maria Bettega, Turvo, Paraná, Brazil	1566.4
-24.546076°,-052.989451°	Avenida Nilza de Oliveira Pipino, Ubiratã, Paraná, Brazil	1596.1
-23.765833°,-053.325°	Rua Bararuba, Umuarama, Paraná, Brazil	1614.2
-26.230424°,-051.086611°	Rua Getúlio Vargas, União da Vitória, Paraná, Brazil	1362.8
-23.049999°,-052.150001°	unnamed road, Cruzeiro do Sul, Paraná, Brazil	1640.7
-23.201501°,-050.795179°	Rua Rio de Janeiro, Uraí, Paraná, Brazil	1623.8
-24.245833°,-050.242778°	Rua Pedro B. de Camargo, Ventania, Paraná, Brazil	1591.7
-25.055951°,-053.87865°	Rua Arnaldo Busato, Vera Cruz do Oeste, Paraná, Brazil	1584.8
-25.8808°,-052.9078°	Avenida Luiz Francisco Paggi, Verê, Paraná, Brazil	1585.6
-23.507778°,-053.727778°	unnamed road, Alto Paraíso, Paraná, Brazil	1622.3
-25.380937°,-052.201147°	Rua da República, Virmond, Paraná, Brazil	1571.2
-26.268702°,-052.78216°	Rua General José Osório, Vitorino, Paraná, Brazil	1578.2
-23.85°,-049.8°	unnamed road, Wenceslau Braz, Paraná, Brazil	1593.5
-23.73529°,-053.48921°	Rua Florianópolis, Xambrê, Paraná, Brazil	1611.0
-28.1775°,-052.0349°	Rua Jose Faedo, Água Santa, Rio Grande do Sul, Brazil	1549.5
-28.772778°,-052.99°	Rua Duque de Caxias, Alto Alegre, Rio Grande do Sul, Brazil	1553.1
-29.09258°,-052.589024°	Rua Doutor Ceferino Barbosa, Barros Cassal, Rio Grande do Sul, Brazil	1513.2
-28.60694°,-053.815°	unnamed road, Boa Vista do Cadeado, Rio Grande do Sul, Brazil	1559.8
-28.82012°,-053.383616°	unnamed road, Boa Vista do Incra, Rio Grande do Sul, Brazil	1553.1
-28.364579°,-053.770097°	Rua Silvio Frederico Ceccato, Bozano, Rio Grande do Sul, Brazil	1566.2
-28.586944°,-052.201944°	Avenida Padre Stripoli, Camargo, Rio Grande do Sul, Brazil	1528.4
-28.883333°,-053°	Rua Presidente Costa e Silva, Campos Borges, Rio Grande do Sul, Brazil	1561.0
-28.932238°,-054.555529°	Rua Catarino Garcia dos Santos, Capão do Cipó, Rio Grande do Sul, Brazil	1579.0
-28.566667°,-051.983333°	unnamed road, Casca, Rio Grande do Sul, Brazil	1519.4
-28.266667°,-051.7°	BR-285, Caseiros, Rio Grande do Sul, Brazil	1531.2
-28.058685°,-053.06722°	ERS-330, Chapada, Rio Grande do Sul, Brazil	1554.9
-27.952881°,-052.03339°	Rua Luiz Caus, Charrua, Rio Grande do Sul, Brazil	1545.6
-28.342999°,-051.87579°	Rua Menino Deus, Ciríaco, Rio Grande do Sul, Brazil	1540.9
-22.837778°,-051.972778°	Avenida Brasil, Colorado, Paraná, Brazil	1644.1
-28.2°,-053.483333°	unnamed road, Condor, Rio Grande do Sul, Brazil	1550.6
-28.118146°,-052.783369°	Rua Pedro Reinheimer, Coqueiros do Sul, Rio Grande do Sul, Brazil	1556.3
-28.12935°,-052.292974°	Avenida Ilso José Webber, Coxilha, Rio Grande do Sul, Brazil	1562.5
-28.638865°,-053.606777°	Rua Duque de Caxias, Cruz Alta, Rio Grande do Sul, Brazil	1560.3
-28.387778°,-051.847778°	Avenida Fabrício de Oliveira Pilar, David Canabarro, Rio Grande do Sul, Brazil	1515.5
-28.5°,-052.566667°	Rua Professor Abílio Oscar Winbbleing, Ernestina, Rio Grande do Sul, Brazil	1554.6
-28.726479°,-052.844496°	Rua Rui Barbosa, Espumoso, Rio Grande do Sul, Brazil	1549.0
